,delta_test_loss_at_h0,delta_test_loss_at_h1,delta_test_loss_at_h2,delta_test_loss_at_h3,delta_test_loss_at_h4,delta_test_loss_at_h5,delta_test_loss_at_h6,delta_test_loss_at_h7,delta_test_loss_at_h8,delta_test_loss_at_h9,delta_test_loss_at_h10,delta_test_loss_at_h11,delta_test_loss_at_h12,delta_test_loss_at_h13,delta_test_loss_at_h14,delta_test_loss_at_h15,delta_test_loss_at_h16,delta_test_loss_at_h17,delta_test_loss_at_h18,delta_test_loss_at_h19,delta_test_loss_at_h20,delta_test_loss_at_h21,delta_test_loss_at_h22,delta_test_loss_at_h23,delta_test_loss_at_h24,delta_test_loss_at_h25,delta_test_loss_at_h26,delta_test_loss_at_h27,delta_test_loss_at_h28,delta_test_loss_at_h29,delta_test_loss_at_h30,delta_test_loss_at_h31,delta_test_loss_at_h32,delta_test_loss_at_h33,delta_test_loss_at_h34,delta_test_loss_at_h35,delta_test_loss_at_h36,delta_test_loss_at_h37,delta_test_loss_at_h38,delta_test_loss_at_h39,delta_test_loss_at_h40,delta_test_loss_at_h41,delta_test_loss_at_h42,delta_test_loss_at_h43,delta_test_loss_at_h44,delta_test_loss_at_h45,delta_test_loss_at_h46,delta_test_loss_at_h47,delta_test_loss_at_h48,delta_test_loss_at_h49
tmp4__median__bias,-0.023952643630308083,-0.0046708784346378065,0.0025185192938534094,0.00793007216208715,0.011578080766028306,0.012040077713016928,0.011129239522620031,0.01137543713572023,0.009704017485428812,0.0092385165140161,0.009065903413821817,0.008984700249791842,0.00797850402442409,0.007678795448237577,0.007472196780460721,0.007186594504579513,0.00688660838190397,0.0066775326117124575,0.006484970857618648,0.006222175964474048,0.005996752706078268,0.005860047182903133,0.005747418817651958,0.005803628920344154,0.00580111018595614,0.005680925617540935,0.005593692756036628,0.005561691645850679,0.0056675409381071315,0.005705655009714115,0.0057073619206217015,0.005752019150707735,0.005774292256452953,0.005760519011934493,0.005719698862059391,0.005720101304468495,0.005702504857063559,0.005688655287260614,0.005674618373577573,0.0056994240910352425,0.005780710519011934,0.0058017901748542875,0.005826325284485146,0.005814453233416588,0.005808416597280039,0.005813308354149316,0.005826346100471823,0.005825548154315848,0.005842762975298361,0.005844594782126009
tmp4__ema_mean_hl__bias,-0.023952643630308083,-0.0046708784346378065,0.0025185192938534094,0.00793007216208715,0.011578080766028306,0.012040077713016928,0.011129239522620031,0.01137543713572023,0.009704017485428812,0.0092385165140161,0.009065903413821817,0.008984700249791842,0.00797850402442409,0.007678795448237577,0.007472196780460721,0.007186594504579513,0.00688660838190397,0.0066775326117124575,0.006484970857618648,0.006222175964474048,0.005996752706078268,0.005860047182903133,0.005747418817651958,0.005803628920344154,0.00580111018595614,0.005680925617540935,0.005593692756036628,0.005561691645850679,0.0056675409381071315,0.005705655009714115,0.0057073619206217015,0.005752019150707735,0.005774292256452953,0.005760519011934493,0.005719698862059391,0.005720101304468495,0.005702504857063559,0.005688655287260614,0.005674618373577573,0.0056994240910352425,0.005780710519011934,0.0058017901748542875,0.005826325284485146,0.005814453233416588,0.005808416597280039,0.005813308354149316,0.005826346100471823,0.005825548154315848,0.005842762975298361,0.005844594782126009
tmp4__var__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__mad__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__iqr__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__min__bias,-0.023952643630308083,-0.0046708784346378065,0.0025185192938534094,0.00793007216208715,0.011578080766028306,0.012040077713016928,0.011129239522620031,0.01137543713572023,0.009704017485428812,0.0092385165140161,0.009065903413821817,0.008984700249791842,0.00797850402442409,0.007678795448237577,0.007472196780460721,0.007186594504579513,0.00688660838190397,0.0066775326117124575,0.006484970857618648,0.006222175964474048,0.005996752706078268,0.005860047182903133,0.005747418817651958,0.005803628920344154,0.00580111018595614,0.005680925617540935,0.005593692756036628,0.005561691645850679,0.0056675409381071315,0.005705655009714115,0.0057073619206217015,0.005752019150707735,0.005774292256452953,0.005760519011934493,0.005719698862059391,0.005720101304468495,0.005702504857063559,0.005688655287260614,0.005674618373577573,0.0056994240910352425,0.005780710519011934,0.0058017901748542875,0.005826325284485146,0.005814453233416588,0.005808416597280039,0.005813308354149316,0.005826346100471823,0.005825548154315848,0.005842762975298361,0.005844594782126009
tmp4__max__bias,-0.023952643630308083,-0.0046708784346378065,0.0025185192938534094,0.00793007216208715,0.011578080766028306,0.012040077713016928,0.011129239522620031,0.01137543713572023,0.009704017485428812,0.0092385165140161,0.009065903413821817,0.008984700249791842,0.00797850402442409,0.007678795448237577,0.007472196780460721,0.007186594504579513,0.00688660838190397,0.0066775326117124575,0.006484970857618648,0.006222175964474048,0.005996752706078268,0.005860047182903133,0.005747418817651958,0.005803628920344154,0.00580111018595614,0.005680925617540935,0.005593692756036628,0.005561691645850679,0.0056675409381071315,0.005705655009714115,0.0057073619206217015,0.005752019150707735,0.005774292256452953,0.005760519011934493,0.005719698862059391,0.005720101304468495,0.005702504857063559,0.005688655287260614,0.005674618373577573,0.0056994240910352425,0.005780710519011934,0.0058017901748542875,0.005826325284485146,0.005814453233416588,0.005808416597280039,0.005813308354149316,0.005826346100471823,0.005825548154315848,0.005842762975298361,0.005844594782126009
tmp4__range__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__q10__bias,-0.023952643630308083,-0.0046708784346378065,0.0025185192938534094,0.00793007216208715,0.011578080766028306,0.012040077713016928,0.011129239522620031,0.01137543713572023,0.009704017485428812,0.0092385165140161,0.009065903413821817,0.008984700249791842,0.00797850402442409,0.007678795448237577,0.007472196780460721,0.007186594504579513,0.00688660838190397,0.0066775326117124575,0.006484970857618648,0.006222175964474048,0.005996752706078268,0.005860047182903133,0.005747418817651958,0.005803628920344154,0.00580111018595614,0.005680925617540935,0.005593692756036628,0.005561691645850679,0.0056675409381071315,0.005705655009714115,0.0057073619206217015,0.005752019150707735,0.005774292256452953,0.005760519011934493,0.005719698862059391,0.005720101304468495,0.005702504857063559,0.005688655287260614,0.005674618373577573,0.0056994240910352425,0.005780710519011934,0.0058017901748542875,0.005826325284485146,0.005814453233416588,0.005808416597280039,0.005813308354149316,0.005826346100471823,0.005825548154315848,0.005842762975298361,0.005844594782126009
tmp4__q90__bias,-0.023952643630308083,-0.0046708784346378065,0.0025185192938534094,0.00793007216208715,0.011578080766028306,0.012040077713016928,0.011129239522620031,0.01137543713572023,0.009704017485428812,0.0092385165140161,0.009065903413821817,0.008984700249791842,0.00797850402442409,0.007678795448237577,0.007472196780460721,0.007186594504579513,0.00688660838190397,0.0066775326117124575,0.006484970857618648,0.006222175964474048,0.005996752706078268,0.005860047182903133,0.005747418817651958,0.005803628920344154,0.00580111018595614,0.005680925617540935,0.005593692756036628,0.005561691645850679,0.0056675409381071315,0.005705655009714115,0.0057073619206217015,0.005752019150707735,0.005774292256452953,0.005760519011934493,0.005719698862059391,0.005720101304468495,0.005702504857063559,0.005688655287260614,0.005674618373577573,0.0056994240910352425,0.005780710519011934,0.0058017901748542875,0.005826325284485146,0.005814453233416588,0.005808416597280039,0.005813308354149316,0.005826346100471823,0.005825548154315848,0.005842762975298361,0.005844594782126009
tmp4__tail_exceed_p90_rate__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__trend_tstat__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__delta_last_first__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__pct_change_last_first__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__spearman_rho_time__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__autocorr_lag1__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__vol_cluster_acf__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__zero_cross_rate__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__sign_persistence__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__mean_second_diff__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__abs_mean_second_diff__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__l1norm__bias,-0.03074545517624202,-0.034594414376908134,-0.0353563836306305,-0.037076762420205384,-0.03879289480988066,-0.03920590480155426,-0.03860846516791563,-0.036064897307799056,-0.0330557799056342,-0.031669303358312514,-0.030186878989730784,-0.029300027754648898,-0.02867432694976408,-0.028118845406605607,-0.028165778517901748,-0.02796588259783513,-0.02778231334998613,-0.027644636414099366,-0.02756808909242298,-0.027554780738273676,-0.027562892034415764,-0.027510303913405493,-0.027418047460449617,-0.027403073827366082,-0.02730668193172356,-0.027408576186511244,-0.02737271718012767,-0.027407028864834863,-0.027453698306966413,-0.027411157368859282,-0.027396551484873712,-0.027507014987510417,-0.0275194074382459,-0.027521391895642525,-0.0275569039689148,-0.027557597835137386,-0.027532341104635025,-0.027495913127948933,-0.027492471551484883,-0.027454794615598115,-0.0274661670829864,-0.027467658895364965,-0.027498640022203712,-0.027498862059394936,-0.027508520677213426,-0.027527053844018864,-0.027517735220649455,-0.027512454898695526,-0.027504308909242294,-0.027511372467388284
tmp4__l2norm__bias,-0.03074545517624202,-0.034594414376908134,-0.0353563836306305,-0.037076762420205384,-0.03879289480988066,-0.03920590480155426,-0.03860846516791563,-0.036064897307799056,-0.0330557799056342,-0.031669303358312514,-0.030186878989730784,-0.029300027754648898,-0.02867432694976408,-0.028118845406605607,-0.028165778517901748,-0.02796588259783513,-0.02778231334998613,-0.027644636414099366,-0.02756808909242298,-0.027554780738273676,-0.027562892034415764,-0.027510303913405493,-0.027418047460449617,-0.027403073827366082,-0.02730668193172356,-0.027408576186511244,-0.02737271718012767,-0.027407028864834863,-0.027453698306966413,-0.027411157368859282,-0.027396551484873712,-0.027507014987510417,-0.0275194074382459,-0.027521391895642525,-0.0275569039689148,-0.027557597835137386,-0.027532341104635025,-0.027495913127948933,-0.027492471551484883,-0.027454794615598115,-0.0274661670829864,-0.027467658895364965,-0.027498640022203712,-0.027498862059394936,-0.027508520677213426,-0.027527053844018864,-0.027517735220649455,-0.027512454898695526,-0.027504308909242294,-0.027511372467388284
tmp4__half_diff_mean__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__ema_crossover_rate__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__dom_freq_idx__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__spectral_entropy__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__low_high_bandpower_ratio__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__above_1_sigma_rate__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__above_2_sigma_rate__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__fano_factor__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__skew__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__kurtosis__bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp4__mean__pre_activation_mean,-0.3525483000277546,-0.4338306688870386,-0.4516271968706701,-0.45573741326672224,-0.4508773244518457,-0.43783057868442965,-0.42021693727449344,-0.40463295864557314,-0.39329187482653344,-0.38739658617818484,-0.38509151401609765,-0.3847342006661116,-0.38318544962531226,-0.3839134540660561,-0.38392063558145995,-0.3844422425756314,-0.38493592839300583,-0.38502002497918403,-0.38483785734110465,-0.38467353594227033,-0.38456246183735776,-0.3845022758812101,-0.3844228073827366,-0.38441792950319176,-0.3848304607271718,-0.3851618512350819,-0.385159644740494,-0.3852349986122675,-0.3852968498473494,-0.3853026644462947,-0.38533035664723847,-0.3854522897585345,-0.38546375242853176,-0.38541772134332497,-0.38545092978073825,-0.38546455037468774,-0.3854244240910353,-0.3854526436303081,-0.3854264987510408,-0.3853760893699695,-0.385343429086872,-0.38532377879544827,-0.38532350124895925,-0.3853080210935332,-0.3853207743547044,-0.38532393838467943,-0.3853153968914793,-0.3853167291146267,-0.38531278795448237,-0.38531377324451843
tmp4__std__pre_activation_mean,-0.21066626422425755,-0.2514535040244241,-0.25117392147409,-0.23444372051068554,-0.2146447821260061,-0.1919119344990286,-0.16954605883985566,-0.14944918123785733,-0.133746683319456,-0.12005326810990842,-0.10902259922286985,-0.1018897793505412,-0.09760346933111295,-0.09597900360810435,-0.09507102414654456,-0.09460898556758257,-0.0941280807660283,-0.09365459339439357,-0.09330716069941715,-0.0929351998334721,-0.09264208992506245,-0.0924823064113239,-0.09228095337218983,-0.09216812378573411,-0.09200975575908965,-0.09199319317235637,-0.09189880655009713,-0.09193626144879267,-0.09200242853177909,-0.0920672633916181,-0.09211557035803497,-0.09215506522342491,-0.0921571190674438,-0.09211097696364141,-0.09213891895642522,-0.09219773799611436,-0.09219102830974188,-0.09218718429086872,-0.09218119622536775,-0.09215719539272828,-0.09215084651679156,-0.09214075076325283,-0.09214537885095755,-0.09211356508465168,-0.09211074104912573,-0.09212473633083543,-0.09211559117402164,-0.0921076325284485,-0.09210452400777132,-0.09210650846516792
tmp4__slope_ols__pre_activation_mean,0.0039890577296697195,0.01075438523452679,0.024178646308976568,0.029969712739383852,0.02302973216763808,0.019905127671384956,0.02864274215931169,0.038077969747432695,0.03881955315015265,0.03170628642797669,0.0233716000555093,0.017621405772966975,0.015033437413266734,0.0138699417152373,0.013345531501526514,0.012927928115459342,0.012449382459061895,0.012225735498195948,0.012129718290313634,0.011993519289480992,0.011776845684152106,0.011553809325562032,0.011342096863724685,0.011091042187066334,0.01085333055786845,0.010621891479322793,0.010506834582292538,0.010381043574798778,0.01029897307799056,0.010224250624479608,0.010212225922842075,0.010096405772966981,0.010001734665556488,0.010049875104079937,0.010032625589786296,0.010004142381348882,0.009992811545933948,0.009935331668054414,0.009918102969747438,0.009902983624757153,0.009887892034415771,0.009854981959478216,0.009863336108798236,0.009884068831529291,0.009856966416874835,0.009851464057729672,0.009859457396613938,0.009867880932556208,0.009856043574798783,0.009862586733277829
tmp4__median__pre_activation_mean,-0.35302753955037464,-0.4355527893422148,-0.455885523272734,-0.4615007701915071,-0.45563445739661385,-0.4422525881210103,-0.42653670552317513,-0.41312371634748823,-0.4021320496808215,-0.39504009852900357,-0.39132843463780187,-0.3899855467665834,-0.38802887871218433,-0.3885929156258674,-0.38854870940882597,-0.3890288717735221,-0.3894697335553705,-0.38952224535109636,-0.3893218845406606,-0.3891463086316958,-0.38900788232028866,-0.3889162434082709,-0.38880496808215376,-0.3887707466000555,-0.3891464820982515,-0.38943924507354977,-0.38941922703302806,-0.38947552039966693,-0.38951933805162364,-0.38951808215376077,-0.3895416527893423,-0.3896369900083264,-0.3896394116014433,-0.389596620871496,-0.38962278656675,-0.38962736608381904,-0.3895792395226201,-0.38960072855953376,-0.3895717596447405,-0.38951713155703577,-0.38947983624757143,-0.3894564321398834,-0.3894543158479045,-0.38944625312239806,-0.38945650152650574,-0.3894597626977519,-0.38945197058007214,-0.38945454482375796,-0.3894503538717735,-0.3894520191507077
tmp4__ema_mean_hl__pre_activation_mean,-0.36028402719955593,-0.44240384401887317,-0.4634388642517093,-0.46916663197335556,-0.4625665556480711,-0.44860602969747426,-0.433262441021371,-0.4203117749097974,-0.4091804121565363,-0.40132845545378854,-0.3967178531779073,-0.3948175617540938,-0.3926272828198723,-0.3930425825700805,-0.3929272966971968,-0.3933493755203997,-0.39374510824313075,-0.3937634124340827,-0.3935649181237857,-0.3933661393283376,-0.39319088953649733,-0.39306700666111577,-0.3929154246461282,-0.3928594157646406,-0.3932041978906467,-0.3934905148487372,-0.3934651817929503,-0.39350398973077994,-0.39354554537885095,-0.3935263877324452,-0.39354705106855403,-0.39363073827366085,-0.393619317235637,-0.39357502081598666,-0.3936047252289759,-0.3936070704968082,-0.3935590827088537,-0.39357259922286986,-0.39354484457396616,-0.3934968845406606,-0.39346092145434364,-0.39343322925339996,-0.39343037746322507,-0.39342011518179293,-0.39342721343325004,-0.39342892034415766,-0.39342349431029705,-0.3934269775187344,-0.39342206494587845,-0.39342340410768806
tmp4__var__pre_activation_mean,-0.21066626422425755,-0.2514535040244241,-0.25117392147409,-0.23444372051068554,-0.2146447821260061,-0.1919119344990286,-0.16954605883985566,-0.14944918123785733,-0.133746683319456,-0.12005326810990842,-0.10902259922286985,-0.1018897793505412,-0.09760346933111295,-0.09597900360810435,-0.09507102414654456,-0.09460898556758257,-0.0941280807660283,-0.09365459339439357,-0.09330716069941715,-0.0929351998334721,-0.09264208992506245,-0.0924823064113239,-0.09228095337218983,-0.09216812378573411,-0.09200975575908965,-0.09199319317235637,-0.09189880655009713,-0.09193626144879267,-0.09200242853177909,-0.0920672633916181,-0.09211557035803497,-0.09215506522342491,-0.0921571190674438,-0.09211097696364141,-0.09213891895642522,-0.09219773799611436,-0.09219102830974188,-0.09218718429086872,-0.09218119622536775,-0.09215719539272828,-0.09215084651679156,-0.09214075076325283,-0.09214537885095755,-0.09211356508465168,-0.09211074104912573,-0.09212473633083543,-0.09211559117402164,-0.0921076325284485,-0.09210452400777132,-0.09210650846516792
tmp4__mad__pre_activation_mean,0.038684152095475995,0.024687781015820153,0.018037624927235416,0.01586424507354981,0.016121197613100192,0.017547744934776576,0.01862377185678601,0.020571183735775746,0.0221711976131002,0.022316951151817924,0.022537885095753538,0.02259796003330558,0.023193304190951978,0.023102164862614488,0.023078018318068275,0.0229297391063003,0.022887732445184564,0.022897238412434077,0.02304948653899528,0.023190494032750485,0.023269636414099362,0.02331872744934776,0.02337546489036913,0.023434061892867054,0.023463162642242574,0.02340287260616153,0.023486691645850682,0.02343914099361643,0.023346808215376078,0.023343130724396338,0.02325172772689425,0.023214363030807667,0.023171024146544542,0.02320122814321398,0.023152872606161525,0.023032188454066054,0.022992464612822647,0.022988003053011373,0.022970364973633077,0.02300582153760755,0.02299934776575076,0.022992679711351646,0.02299392867055231,0.02301352345267832,0.02303232028864835,0.0230288023868998,0.023025312239800165,0.023031189286705517,0.02304239522620039,0.023037940605051342
tmp4__iqr__pre_activation_mean,-0.0731128504024424,-0.10740598112683875,-0.1075672566397047,-0.09270104079933389,-0.07542491673605328,-0.05578703857896197,-0.03688843325006939,-0.019015133222314743,-0.0054886067166250285,0.006058451290591158,0.016094331112961425,0.022465140160976938,0.026330356647238404,0.027641167082986407,0.028381612545101298,0.02876969886205939,0.029164078545656384,0.029510338606716632,0.029889106300305314,0.030234381071329443,0.0304966278101582,0.030642277268942534,0.030825222037191236,0.03096253816264222,0.0310871287815709,0.031110872883708018,0.031159734943102972,0.031150138773244507,0.031070198445739668,0.031045913127948927,0.0309870177629753,0.030979530946433523,0.030958062725506524,0.031000194282542318,0.030966208714959757,0.030858805162364694,0.030829142381348866,0.030828386067166254,0.030830592561754078,0.030868734388009997,0.03086909519844575,0.030866694421315562,0.030861434915348318,0.03088869691923397,0.030903046072717176,0.03089270746600056,0.030892610324729394,0.030901436303080784,0.030909353316680564,0.030906286427976694
tmp4__min__pre_activation_mean,-0.33178599777962814,-0.40847679711351653,-0.4243589377336818,-0.4275968984179851,-0.42352249514293644,-0.41139519844573963,-0.3939239800166528,-0.37851580627255066,-0.3679991604218707,-0.3637347210657785,-0.3630542187066333,-0.36388739938939774,-0.36288076602830976,-0.3638557868442965,-0.36398757979461566,-0.3645865112406328,-0.36517420899250624,-0.36532167638079377,-0.36517823341659733,-0.36506015126283653,-0.36499970163752427,-0.36497033028032194,-0.36492556203164034,-0.3649647377185679,-0.3654396266999722,-0.3658105883985568,-0.3658260477379961,-0.3659115389952818,-0.3659826117124618,-0.36598408270885374,-0.3660112198168194,-0.36615830557868445,-0.36617551346100474,-0.3661309186788787,-0.36616940049958374,-0.3661807660283098,-0.3661474257563142,-0.3661856022758812,-0.36616619483763535,-0.3661234804329725,-0.36609840410768807,-0.36608186233694145,-0.3660855745212323,-0.36606808909242305,-0.366085012489592,-0.3660864973633084,-0.36607907299472664,-0.36608096724951433,-0.3660774701637524,-0.3660784623924508
tmp4__max__pre_activation_mean,-0.36043893283374967,-0.441034582292534,-0.45555383093244134,-0.45616611851235084,-0.45020553705245625,-0.43545804190951987,-0.41447894809880653,-0.3954097141271164,-0.3824703788509575,-0.3762797044129892,-0.37393463780183184,-0.37350981126838745,-0.37181338467943387,-0.3724122398001666,-0.3723567513183459,-0.37282431307243963,-0.3732688731612545,-0.37330033999444906,-0.37308927976686096,-0.37289153483208437,-0.37276720094365806,-0.37272040660560646,-0.3726382389675271,-0.37264661393283377,-0.3730363724673883,-0.3733741118512351,-0.37337460449625315,-0.3734658340271995,-0.3735455245628643,-0.3735681931723564,-0.37360279628087706,-0.37373841937274493,-0.3737603386067166,-0.37370663336108795,-0.37374248542880933,-0.37376718706633366,-0.373734367194005,-0.3737617332778241,-0.37373987649181234,-0.3736919025811824,-0.3736641618096031,-0.3736482028864835,-0.373648126561199,-0.3736242645018041,-0.37363712184290876,-0.37364179156258676,-0.37363189703025257,-0.3736301207327227,-0.37362704690535664,-0.37362699139605887
tmp4__range__pre_activation_mean,-0.20414193033583128,-0.24372876075492647,-0.24449755107670948,-0.2298124410213711,-0.21194565639744656,-0.19110249791840134,-0.1705250277546489,-0.1520146128226478,-0.13743696225367752,-0.12492269636414101,-0.11503457535387178,-0.1085942200943658,-0.10466505689703026,-0.10315973494310297,-0.10231646544546213,-0.10190710519011935,-0.10147928809325563,-0.1010221065778518,-0.10069580210935332,-0.10034070913127949,-0.1000676380793783,-0.09991242714404663,-0.09971827643630309,-0.0996024632250902,-0.09945067998889814,-0.09945257424368582,-0.09934361643075217,-0.09939109075770193,-0.09946672911462671,-0.09953431168470721,-0.09958129336663891,-0.09963132805995005,-0.09963514432417431,-0.09959293644185402,-0.09962180821537608,-0.0996759367194005,-0.0996672078823203,-0.09966824174299195,-0.09966894254787678,-0.09964478212600611,-0.09963912711629197,-0.0996284485151263,-0.09963080072162088,-0.09959682209270054,-0.09959361643075215,-0.09960684152095477,-0.09959757146822094,-0.0995892936441854,-0.09958636552872607,-0.0995880030530114
