dataset,anti-greedy,baseline,greedy,random,random_imp_pct,greedy_imp_pct,anti-greedy_imp_pct
openml_1049,0.26273141699294517,0.27781523784546,0.2598794862015606,0.2591725242192342,6.71047195640008,6.455999959900141,5.429443312575054
openml_1050,0.3154395996445157,0.3199287831021574,0.3157642286933395,0.3196121363784558,0.09897412812665413,1.3017129526254956,1.4031821126291897
openml_1063,0.44329148530960083,0.4521501163641612,0.44036055604616803,0.4424830973148346,2.138010961284546,2.6074438314415618,1.9592234379578553
openml_1112,0.25135820629596706,0.2483023568789164,0.2491482880512873,0.24959110440413157,-0.5190234766251567,-0.34068592139196013,-1.2306969033486925
openml_12,0.10229527831077571,0.13531349072853718,0.10269897043704983,0.1044040355086326,22.842848154671007,24.102933207833548,24.401271624868397
openml_1236,0.0,0.0,0.0,0.0,,,
openml_1237,0.0,0.0,0.0,0.0,,,
openml_1241,0.0991182507750852,0.09945043895156887,0.09948292332223725,0.0994191051515997,0.03150694989333121,-0.03266387862219859,0.3340238414085267
openml_14,0.5869990758101146,0.6029195912679036,0.571896180709203,0.5751837575435639,4.60025418414634,5.145530350649287,2.640570266477685
openml_1467,0.34637219707171124,0.3340006172657013,0.3214349349339803,0.38002782066663104,-13.78057435274576,3.7621733859625963,-3.704058964707905
openml_1479,0.6918738410796648,0.6899916487139112,0.6914537885061507,0.6916343743091421,-0.23807905476723373,-0.21190688249123538,-0.2727848038830403
openml_1485,1.2168128172556558,1.107756927380195,1.2754366893034714,1.2286285357597546,-10.91138366116261,-15.136873241662585,-9.844749076259356
openml_1491,2.0433230638504027,1.8296451727549234,2.0832001129786177,2.06431721051534,-12.826095532341236,-13.858148235480702,-11.67865191990977
openml_1493,2.144741662343343,1.9194106340408326,2.1339104016621904,2.1357453346252444,-11.270892051325879,-11.175293281030903,-11.739594660269915
openml_1504,0.025698649203013697,0.05174887420700566,0.02357202511912827,0.026850145774627632,48.114531598848366,54.449202073777414,50.33969415409106
openml_151,0.4577149795310425,0.4578593485782161,0.45814858796518565,0.4557939126674904,0.4511070740696753,-0.06317210467968712,0.03153130925946647
openml_1515,0.4466687838236491,0.6045358777046204,0.4399336477120717,0.4613104959328969,23.691791844603173,27.227867867417828,26.113767553446348
openml_29,0.4427534730538078,0.43863104780515033,0.44514076577292544,0.4316674541448049,1.5875742711762661,-1.4840987660013685,-0.9398389077302027
openml_3,0.09105992714564,0.11396723836660379,0.10088107635577515,0.09253239234288528,18.80790157849401,11.482389323793008,20.099909017078012
openml_32,0.05809794154938044,0.08660984179802654,0.06101763615269213,0.06130301703670551,29.219340707648843,29.548842387930037,32.9199311033677
openml_37,0.5143337120741477,0.5256853636467095,0.5158767845981566,0.5300863866424147,-0.837197171550501,1.8658649692109075,2.1594003481121744
openml_40517,0.21134844290917268,0.21282710894013054,0.21221018868814623,0.21159748599931497,0.5777567279558723,0.28986920653884296,0.6947733483396713
openml_40668,0.571470607225773,0.5704096634171054,0.5731815258285481,0.5722853349455955,-0.3288288485951798,-0.4859424005612926,-0.1859968153961324
openml_40691,1.0213512778282166,1.0487983306248982,1.0421560366948446,1.0393936991691588,0.8967054181079739,0.6333242279377042,2.6170000461698013
openml_40701,0.2363733983834584,0.24000258326530455,0.2359530692895253,0.23276146153608954,3.017101578948633,1.6872793286990626,1.512144091313539
openml_40923,0.4918426750881084,0.4932662076189898,0.49906973439714175,0.4879566984764043,1.076398314049252,-1.1765506512529464,0.28859315900694515
openml_40978,0.12146528256012169,0.1004415825917953,0.12157058061622987,0.12199721960880887,-21.460869553019542,-21.036106241281512,-20.931271118824192
openml_40981,0.3841834621153016,0.38417410461798956,0.3802651011425515,0.381130576133728,0.7922263493756104,1.0175083193920715,-0.002435743898282086
openml_40983,0.1151833283527659,0.1441929878836328,0.1166927915569343,0.11807082023871827,18.116115095690883,19.07179865701363,20.118634031134988
openml_40984,0.4680520438012623,0.4956409993109765,0.44860286406452343,0.46965521393400245,5.242864374234298,9.490364056210826,5.566318272311497
openml_40994,0.3381099303563435,0.3560473918914795,0.32705437143643695,0.3300701280434926,7.296012957708885,8.143022843397036,5.037942123334856
openml_4135,0.21285310484618233,0.21351071590446472,0.21286301151889586,0.212767888089791,0.3479112565975831,0.30335919338993206,0.3079990882409055
openml_458,0.04504305487259833,0.10159776471481753,0.04315857395265227,0.0437349733589786,56.95281930489159,57.52015403705255,55.665309173845415
openml_46,0.42899493585061377,0.4146186763278618,0.4147645393571386,0.4108320602304385,0.9132767802357814,-0.03518004315884449,-3.467344898709738
openml_554,0.19697950003544484,0.16756279238916574,0.19650729209326556,0.1932332556559925,-15.319906585948347,-17.27382272126142,-17.55563226587833
