input_weights_mean,input_weights_var,output_weights_mean,output_weights_var,bias,pre_activation_mean,post_activation_mean,input_weight_grads_mean,input_weight_grads_var,output_weight_grads_mean,output_weight_grads_var,pre_activation_grad_mean,post_activation_grad_mean,neuron_idx,input_weights_mean_pct,input_weights_var_pct,output_weights_mean_pct,output_weights_var_pct,bias_pct,pre_activation_mean_pct,post_activation_mean_pct,input_weight_grads_mean_pct,input_weight_grads_var_pct,output_weight_grads_mean_pct,output_weight_grads_var_pct,pre_activation_grad_mean_pct,post_activation_grad_mean_pct,best_test_loss,control_best_test_loss,delta_best_test_loss
1.0980381965637207,3.2337429523468018,5.755084991455078,0.0,5.023059844970703,3.06481671333313,7.489681720733643,,,,,-0.4582841396331787,-0.4365488886833191,0,0.5,0.5,0.75,0.0,0.5,0.25,0.0,,,,,0.0,0.0,682.9515400390625,744.9849829101563,-62.033442871093825
-1.068642020225525,2.8644134998321533,-5.868025779724121,0.0,4.5991973876953125,6.458399295806885,9.388123512268066,,,,,0.9807188510894775,0.7609737515449524,1,0.25,0.0,0.0,0.0,0.25,0.75,0.5,,,,,0.5,0.75,683.0616147460937,744.9849829101563,-61.923368164062595
1.2100557088851929,3.6374950408935547,5.557985305786133,0.0,5.108458042144775,2.614816188812256,7.79106330871582,,,,,-0.0757061243057251,-0.7511036992073059,2,0.75,0.75,0.5,0.0,0.75,0.0,0.25,,,,,0.25,0.25,682.852818359375,744.9849829101563,-62.13216455078134
-1.1105475425720215,3.1275768280029297,-5.844531059265137,0.0,4.5138421058654785,6.445840835571289,9.699614524841309,,,,,1.0107942819595337,0.7541466355323792,3,0.0,0.25,0.25,0.0,0.0,0.5,0.75,,,,,0.75,0.5,682.9734565429687,744.9849829101563,-62.01152636718757
0.8968260288238525,2.166043281555176,5.013790130615234,0.0,3.5638890266418457,1.9160492420196533,5.792028427124023,,,,,0.19534587860107422,0.6171865463256836,0,0.5,0.0,0.75,0.0,0.0,0.0,0.0,,,,,0.5,0.75,845.7447236328125,985.1924345703125,-139.4477109375
-1.5415116548538208,5.717343807220459,-7.713325023651123,0.0,6.663652420043945,9.563867568969727,13.730046272277832,,,,,0.7054611444473267,0.26932406425476074,1,0.0,0.75,0.0,0.0,0.75,0.75,0.75,,,,,0.75,0.75,829.0891318359375,985.1924345703125,-156.103302734375
0.8881791830062866,2.179769515991211,4.9661688804626465,0.0,3.6065616607666016,1.8289389610290527,5.745667457580566,,,,,-0.1365598738193512,-0.4968419671058655,2,0.25,0.25,0.5,0.0,0.25,0.25,0.0,,,,,0.0,0.25,845.80159375,985.1924345703125,-139.3908408203124
0.9870441555976868,2.5143063068389893,4.707649230957031,0.0,3.9860730171203613,2.035449504852295,6.291550636291504,,,,,0.2202281355857849,-0.16392433643341064,3,0.75,0.5,0.25,0.0,0.5,0.5,0.5,,,,,0.5,0.5,845.8612744140624,985.1924345703125,-139.33116015625
-0.9110934734344482,2.1368672847747803,-4.115620136260986,0.0,1.4237594604492188,3.185903787612915,6.518319129943848,,,,,0.608991801738739,26.319231033325195,0,0.25,0.5,0.5,0.0,0.75,0.75,0.5,,,,,0.5,0.25,22532.341765625,22629.655890625,-97.31412500000079
-0.9423933625221252,2.277223587036133,-4.04524040222168,0.0,1.387420415878296,2.909099817276001,6.562343120574951,,,,,0.6240460872650146,26.284988403320312,1,0.0,0.75,0.75,0.0,0.5,0.75,0.75,,,,,0.25,0.25,22534.16453125,22629.655890625,-95.49135937499886
-0.9088099598884583,2.112415313720703,-4.170558929443359,0.0,1.3840742111206055,2.8259122371673584,6.3326544761657715,,,,,0.6481291055679321,27.067752838134766,2,0.5,0.25,0.25,0.0,0.25,0.25,0.25,,,,,0.5,0.5,22534.47125,22629.655890625,-95.18464062500061
-0.8523378968238831,1.8855175971984863,-4.273629188537598,0.0,1.3110703229904175,2.667262077331543,5.982427597045898,,,,,0.6921718120574951,27.745742797851562,3,0.75,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.75,0.75,22534.510296875,22629.655890625,-95.14559374999953
0.9247287511825562,2.136726140975952,4.314713954925537,0.0,1.819455862045288,0.09005847573280334,4.817270755767822,,,,,0.4051351249217987,23.749481201171875,0,0.75,0.75,0.0,0.0,0.5,0.0,0.75,,,,,0.75,0.0,22515.352390625,22608.11421875,-92.76182812499974
0.8866531252861023,1.995689034461975,4.385803699493408,0.0,1.820164680480957,-0.16154281795024872,4.580315589904785,,,,,0.2977123260498047,24.36740493774414,1,0.5,0.5,0.25,0.0,0.75,0.25,0.5,,,,,0.25,0.25,22517.302875,22608.11421875,-90.81134374999965
0.8068841695785522,1.6666887998580933,4.51907205581665,0.0,1.669424295425415,-0.16012844443321228,4.174433708190918,,,,,0.3138107359409332,25.12683868408203,2,0.25,0.25,0.5,0.0,0.0,0.5,0.0,,,,,0.25,0.5,22517.592359375,22608.11421875,-90.52185937499962
