input_weights_mean,input_weights_var,output_weights_mean,output_weights_var,bias,pre_activation_mean,post_activation_mean,input_weight_grads_mean,input_weight_grads_var,output_weight_grads_mean,output_weight_grads_var,pre_activation_grad_mean,post_activation_grad_mean,neuron_idx,input_weights_mean_pct,input_weights_var_pct,output_weights_mean_pct,output_weights_var_pct,bias_pct,pre_activation_mean_pct,post_activation_mean_pct,input_weight_grads_mean_pct,input_weight_grads_var_pct,output_weight_grads_mean_pct,output_weight_grads_var_pct,pre_activation_grad_mean_pct,post_activation_grad_mean_pct,best_test_loss,control_best_test_loss,delta_best_test_loss
0.1746055632829666,0.39669284224510193,0.8446251749992371,0.0,1.6858500242233276,1.4143550395965576,1.6012018918991089,,,,,0.0020305016078054905,0.0013168961741030216,0,0.5,0.8125,0.5625,0.0,0.875,0.625,0.8125,,,,,0.875,0.5625,1.5492851305007935,1.6522100400924682,-0.10292490959167466
-0.15557125210762024,0.1681181639432907,0.9771967530250549,0.0,1.8958325386047363,1.980931043624878,1.951773762702942,,,,,0.001316539477556944,0.0014980343403294683,1,0.125,0.25,0.875,0.0,0.9375,0.9375,0.9375,,,,,0.5625,0.875,1.548993434906006,1.6522100400924682,-0.10321660518646225
0.08529670536518097,0.14410877227783203,-1.378297209739685,0.0,-0.6375167965888977,-0.5682134628295898,0.141021266579628,,,,,-0.003551563248038292,-0.002167013008147478,2,0.375,0.125,0.1875,0.0,0.1875,0.1875,0.0,,,,,0.0625,0.1875,1.5489105701446533,1.6522100400924682,-0.10329946994781491
0.308147668838501,0.20178599655628204,0.8144543170928955,0.0,1.6783088445663452,1.4895474910736084,1.6012967824935913,,,,,0.0015891053481027484,0.0012198698241263628,3,0.8125,0.375,0.4375,0.0,0.75,0.75,0.625,,,,,0.6875,0.4375,1.5491033172607422,1.6522100400924682,-0.10310672283172595
-0.08882840722799301,0.2224561721086502,-0.6571362614631653,0.0,-0.31003516912460327,-0.014140566810965538,0.6307109594345093,,,,,-0.0007517318008467555,-0.0010637795785441995,4,0.1875,0.4375,0.25,0.0,0.25,0.25,0.25,,,,,0.25,0.25,1.548922185897827,1.6522100400924682,-0.10328785419464115
0.34643492102622986,0.09882372617721558,0.8249502182006836,0.0,1.6854315996170044,1.5982375144958496,1.6081196069717407,,,,,0.0017472764011472464,0.0012542686890810728,5,0.875,0.0,0.5,0.0,0.8125,0.875,0.8125,,,,,0.8125,0.5625,1.549373607635498,1.6522100400924682,-0.10283643245697016
0.05851016193628311,0.3310723900794983,0.8449607491493225,0.0,1.272992730140686,1.4830775260925293,1.650448203086853,,,,,0.0009580517653375864,0.0012229543644934893,6,0.25,0.75,0.625,0.0,0.5,0.6875,0.875,,,,,0.375,0.5,1.5486403846740722,1.6522100400924682,-0.10356965541839602
0.2236648052930832,0.14727072417736053,0.8119907975196838,0.0,0.8673210144042969,0.7264082431793213,0.8573201894760132,,,,,0.0013042818754911423,0.0011575021781027317,7,0.6875,0.1875,0.375,0.0,0.375,0.3125,0.3125,,,,,0.4375,0.4375,1.5488268947601318,1.6522100400924682,-0.10338314533233639
0.3687961995601654,0.6235660910606384,-2.619575023651123,0.0,-3.0435380935668945,-3.2858829498291016,0.17999042570590973,,,,,-0.0025245738215744495,-0.004117581062018871,8,0.9375,0.9375,0.0,0.0,0.0,0.0,0.0625,,,,,0.125,0.0,1.545222406387329,1.6522100400924682,-0.1069876337051392
-0.16952309012413025,0.2290804088115692,-1.6003236770629883,0.0,-1.003355622291565,-0.8335506916046143,0.19052185118198395,,,,,-0.0020225041080266237,-0.0024387123994529247,9,0.0625,0.5,0.125,0.0,0.0625,0.0625,0.125,,,,,0.1875,0.125,1.5492981481552124,1.6522100400924682,-0.1029118919372558
